customer_id,tenure_months,monthly_logins,churn_probability,churned
CUST_010223,15,16,0.22,1
CUST_010224,11,19,0.245,0
CUST_010225,8,12,0.21,0
CUST_010226,7,7,0.345,0
CUST_010227,2,28,0.29,1
CUST_010228,2,23,0.315,1
CUST_010229,13,25,0.195,1
CUST_010230,15,13,0.235,0
CUST_010231,14,4,0.29,0
CUST_010232,18,4,0.25,0
CUST_010233,14,31,0.155,0
CUST_010234,14,9,0.265,1
CUST_010235,7,25,0.255,1
CUST_010236,3,27,0.185,1
CUST_010237,11,16,0.26,0
CUST_010238,14,16,0.13,0
CUST_010239,9,18,0.17,0
CUST_010240,10,0,0.35,0
CUST_010241,22,5,0.205,0
CUST_010242,5,20,0.3,0
CUST_010243,18,16,0.19,1
CUST_010244,6,33,0.125,0
CUST_010245,10,24,0.23,1
CUST_010246,15,12,0.14,0
CUST_010247,21,13,0.175,0
CUST_010248,19,14,0.19,1
CUST_010249,15,20,0.2,0
CUST_010250,15,25,0.175,0
CUST_010251,17,15,0.105,1
CUST_010252,11,27,0.205,0
CUST_010253,4,18,0.32,1
CUST_010254,6,18,0.3,1
CUST_010255,4,11,0.255,0
CUST_010256,7,23,0.265,1
CUST_010257,11,22,0.23,0
CUST_010258,2,25,0.305,1
CUST_010259,5,27,0.265,0
CUST_010260,16,29,0.045,0
CUST_010261,10,23,0.235,1
CUST_010262,8,37,0.085,0
CUST_010263,24,22,0.1,1
CUST_010264,4,22,0.3,0
CUST_010265,4,14,0.34,0
CUST_010266,12,13,0.265,1
CUST_010267,3,20,0.32,0
CUST_010268,12,19,0.235,0
CUST_010269,22,26,0.1,0
CUST_010270,8,27,0.235,0
CUST_010271,9,18,0.27,0
CUST_010272,10,27,0.215,1
CUST_010273,23,0,0.22,0
CUST_010274,17,10,0.23,0
CUST_010275,5,19,0.305,1
CUST_010276,12,12,0.27,0
CUST_010277,3,21,0.315,0
CUST_010278,8,26,0.24,1
CUST_010279,1,28,0.3,0
CUST_010280,11,26,0.21,0
CUST_010281,2,24,0.31,1
CUST_010282,1,27,0.305,0
CUST_010283,5,7,0.365,1
CUST_010284,24,25,0.085,0
CUST_010285,4,8,0.37,0
CUST_010286,4,32,0.15,1
CUST_010287,18,20,0.17,0
CUST_010288,2,27,0.295,0
CUST_010289,20,31,0.095,0
CUST_010290,14,12,0.25,0
CUST_010291,2,7,0.395,0
CUST_010292,1,2,0.43,1
CUST_010293,8,22,0.26,0
CUST_010294,11,20,0.24,0
CUST_010295,8,19,0.275,0
CUST_010296,6,21,0.185,0
CUST_010297,15,30,0.15,0
CUST_010298,8,6,0.34,0
CUST_010299,20,4,0.23,1
CUST_010300,9,13,0.295,0
CUST_010301,19,21,0.055,0
CUST_010302,6,14,0.32,0
CUST_010303,22,9,0.185,0
CUST_010304,10,28,0.21,0
CUST_010305,8,7,0.335,0
CUST_010306,2,16,0.35,0
CUST_010307,21,12,0.18,1
CUST_010308,7,27,0.245,0
CUST_010309,11,10,0.19,1
CUST_010310,3,12,0.36,0
CUST_010311,23,7,0.085,0
CUST_010312,11,21,0.235,0
CUST_010313,8,26,0.24,0
CUST_010314,24,21,0.105,0
CUST_010315,4,10,0.36,1
CUST_010316,9,22,0.25,0
CUST_010317,24,11,0.155,0
CUST_010318,18,12,0.21,1
CUST_010319,6,7,0.255,0
CUST_010320,13,11,0.265,1
CUST_010321,3,0,0.42,1
CUST_010322,4,22,0.2,1
CUST_010323,20,33,0.085,0
CUST_010324,10,6,0.22,0
CUST_010325,7,33,0.215,0
CUST_010326,24,22,0.1,0
CUST_010327,17,15,0.205,0
CUST_010328,10,8,0.31,0
CUST_010329,12,28,0.19,0
CUST_010330,13,19,0.125,0
CUST_010331,17,21,0.175,0
CUST_010332,5,43,0.185,0
CUST_010333,22,13,0.165,0
CUST_010334,10,0,0.35,1
CUST_010335,7,27,0.245,0
CUST_010336,24,21,0.105,0
CUST_010337,24,16,0.03,0
CUST_010338,10,8,0.21,0
CUST_010339,1,22,0.23,1
CUST_010340,2,24,0.31,0
CUST_010341,12,15,0.255,0
CUST_010342,16,21,0.185,0
CUST_010343,10,12,0.29,1
CUST_010344,7,24,0.26,1
CUST_010345,16,9,0.145,1
CUST_010346,14,13,0.245,1
CUST_010347,8,11,0.315,1
CUST_010348,22,23,0.115,0
CUST_010349,3,10,0.37,1
CUST_010350,17,24,0.16,0
CUST_010351,6,27,0.255,0
CUST_010352,14,14,0.24,1
CUST_010353,17,17,0.195,0
CUST_010354,10,18,0.16,0
CUST_010355,3,20,0.22,0
CUST_010356,23,26,0.02,0
CUST_010357,15,16,0.22,1
CUST_010358,8,17,0.285,0
CUST_010359,8,18,0.28,1
CUST_010360,4,11,0.355,0
CUST_010361,2,13,0.265,0
CUST_010362,20,20,0.15,0
CUST_010363,3,31,0.165,0
CUST_010364,6,18,0.3,0
CUST_010365,10,14,0.28,0
CUST_010366,1,17,0.355,0
CUST_010367,16,14,0.22,0
CUST_010368,22,21,0.025,0
CUST_010369,19,14,0.19,1
CUST_010370,22,3,0.215,0
CUST_010371,18,18,0.18,1
CUST_010372,1,19,0.245,0
CUST_010373,6,28,0.25,0
CUST_010374,12,1,0.325,1
CUST_010375,5,19,0.305,1
CUST_010376,18,34,0.1,0
CUST_010377,24,7,0.175,0
CUST_010378,1,29,0.295,0
CUST_010379,24,0,0.21,1
CUST_010380,14,25,0.185,0
CUST_010381,11,21,0.235,0
CUST_010382,13,20,0.22,0
CUST_010383,8,19,0.275,0
CUST_010384,22,41,0.025,0
CUST_010385,22,27,0.095,0
CUST_010386,11,18,0.25,0
CUST_010387,4,22,0.3,1
CUST_010388,17,30,0.13,0
CUST_010389,1,18,0.35,0
CUST_010390,5,0,0.4,0
CUST_010391,10,23,0.235,1
CUST_010392,10,15,0.275,0
CUST_010393,19,14,0.19,0
CUST_010394,8,8,0.23,0
CUST_010395,13,28,0.18,0
CUST_010396,20,23,0.135,0
CUST_010397,12,24,0.21,1
CUST_010398,1,20,0.24,0
CUST_010399,14,9,0.265,1
CUST_010400,17,5,0.255,0
CUST_010401,14,20,0.11,0
CUST_010402,7,15,0.305,0
CUST_010403,18,14,0.2,0
CUST_010404,5,29,0.255,0
CUST_010405,8,19,0.275,0
CUST_010406,14,28,0.07,0
CUST_010407,21,18,0.15,0
CUST_010408,24,15,0.035,0
CUST_010409,13,15,0.245,0
CUST_010410,2,22,0.22,0
CUST_010411,14,12,0.25,0
CUST_010412,5,18,0.31,1
CUST_010413,24,15,0.135,1
CUST_010414,23,20,0.12,0
CUST_010415,11,27,0.205,0
CUST_010416,21,0,0.14,0
CUST_010417,10,13,0.285,0
CUST_010418,4,23,0.295,0
CUST_010419,7,17,0.295,1
CUST_010420,6,11,0.235,0
CUST_010421,17,12,0.22,0
CUST_010422,2,17,0.245,0
CUST_010423,7,12,0.32,0
CUST_010424,8,31,0.215,1
CUST_010425,18,21,0.165,0
CUST_010426,5,9,0.255,0
CUST_010427,5,22,0.29,0
CUST_010428,1,26,0.31,0
CUST_010429,12,16,0.25,0
CUST_010430,8,17,0.285,0
CUST_010431,16,21,0.185,0
CUST_010432,6,12,0.23,0
CUST_010433,10,28,0.21,0
CUST_010434,18,11,0.215,0
CUST_010435,19,19,0.165,1
CUST_010436,19,22,0.15,1
CUST_010437,2,20,0.33,0
CUST_010438,5,6,0.27,0
CUST_010439,9,26,0.23,0
CUST_010440,17,21,0.175,0
CUST_010441,16,0,0.29,0
CUST_010442,24,10,0.16,1
CUST_010443,11,20,0.24,0
CUST_010444,16,10,0.24,1
CUST_010445,11,17,0.255,0
CUST_010446,2,11,0.375,0
CUST_010447,14,9,0.265,0
CUST_010448,1,4,0.32,1
CUST_010449,3,26,0.29,0
CUST_010450,15,8,0.26,1
CUST_010451,10,8,0.31,1
CUST_010452,6,14,0.22,0
CUST_010453,16,12,0.23,0
CUST_010454,1,25,0.215,0
CUST_010455,21,19,0.145,1
CUST_010456,6,23,0.175,0
CUST_010457,17,1,0.175,0
CUST_010458,4,0,0.41,1
CUST_010459,3,7,0.385,0
CUST_010460,23,19,0.125,0
CUST_010461,12,21,0.225,0
CUST_010462,7,25,0.155,0
CUST_010463,17,10,0.13,0
CUST_010464,15,21,0.195,0
CUST_010465,3,13,0.355,0
CUST_010466,16,15,0.215,0
CUST_010467,24,31,0.055,0
CUST_010468,11,14,0.27,1
CUST_010469,8,19,0.275,0
CUST_010470,4,29,0.165,0
CUST_010471,7,16,0.2,0
CUST_010472,8,19,0.275,0
CUST_010473,7,24,0.26,0
CUST_010474,19,4,0.14,0
CUST_010475,4,8,0.37,0
CUST_010476,18,26,0.14,0
CUST_010477,15,17,0.215,0
CUST_010478,23,30,0.02,0
CUST_010479,9,15,0.285,0
CUST_010480,6,23,0.275,1
CUST_010481,9,7,0.325,1
CUST_010482,22,18,0.14,0
CUST_010483,23,20,0.12,0
CUST_010484,1,14,0.37,1
CUST_010485,24,27,0.075,0
CUST_010486,3,14,0.35,0
CUST_010487,18,24,0.15,0
CUST_010488,12,25,0.105,0
CUST_010489,14,9,0.265,0
CUST_010490,13,29,0.175,0
CUST_010491,19,22,0.15,0
CUST_010492,21,12,0.18,1
CUST_010493,14,21,0.105,0
CUST_010494,3,39,0.225,0
CUST_010495,5,25,0.275,0
CUST_010496,2,10,0.38,0
CUST_010497,1,21,0.335,0
CUST_010498,19,15,0.085,0
CUST_010499,18,9,0.225,0
CUST_010500,11,17,0.255,0
CUST_010501,4,16,0.23,1
CUST_010502,10,20,0.25,0
CUST_010503,15,6,0.27,0
CUST_010504,21,17,0.155,1
CUST_010505,4,18,0.22,0
CUST_010506,2,24,0.31,0
CUST_010507,2,12,0.27,0
CUST_010508,21,14,0.17,0
CUST_010509,1,26,0.21,0
CUST_010510,2,6,0.4,1
CUST_010511,21,28,0.1,0
CUST_010512,19,11,0.105,0
CUST_010513,20,18,0.06,0
CUST_010514,22,20,0.13,0
CUST_010515,9,7,0.325,0
CUST_010516,12,20,0.23,0
CUST_010517,10,30,0.2,0
CUST_010518,22,11,0.075,0
CUST_010519,7,19,0.285,0
CUST_010520,9,9,0.315,0
CUST_010521,3,24,0.2,0
CUST_010522,18,12,0.21,1
CUST_010523,7,16,0.3,0
CUST_010524,16,17,0.205,0
CUST_010525,19,11,0.205,1
CUST_010526,14,23,0.195,1
CUST_010527,6,17,0.305,1
CUST_010528,1,27,0.305,0
CUST_010529,20,11,0.095,0
CUST_010530,21,22,0.13,0
CUST_010531,8,7,0.335,1
CUST_010532,19,27,0.125,0
CUST_010533,1,19,0.345,0
CUST_010534,21,17,0.155,0
CUST_010535,2,16,0.35,0
CUST_010536,23,17,0.135,0
CUST_010537,5,8,0.26,0
CUST_010538,17,30,0.13,0
CUST_010539,23,21,0.115,0
CUST_010540,19,15,0.185,0
CUST_010541,22,30,0.08,0
CUST_010542,5,22,0.29,0
CUST_010543,8,18,0.18,1
CUST_010544,8,22,0.26,0
CUST_010545,11,22,0.23,0
CUST_010546,15,33,0.135,0
CUST_010547,12,4,0.31,0
CUST_010548,1,28,0.2,1
CUST_010549,21,28,0.02,0
CUST_010550,24,32,0.05,0
CUST_010551,11,30,0.19,1
CUST_010552,23,21,0.115,0
CUST_010553,14,0,0.31,1
CUST_010554,3,21,0.315,0
CUST_010555,7,9,0.235,0
CUST_010556,15,11,0.245,0
CUST_010557,8,9,0.325,0
CUST_010558,15,13,0.235,0
CUST_010559,15,15,0.225,0
CUST_010560,5,38,0.21,0
CUST_010561,8,19,0.275,0
CUST_010562,20,23,0.135,0
CUST_010563,20,23,0.135,0
CUST_010564,6,17,0.305,0
CUST_010565,19,4,0.24,0
CUST_010566,3,24,0.2,0
CUST_010567,5,26,0.27,1
CUST_010568,23,1,0.215,1
CUST_010569,18,22,0.06,0
CUST_010570,13,14,0.25,1
CUST_010571,4,22,0.3,0
CUST_010572,12,10,0.28,0
CUST_010573,6,20,0.19,0
CUST_010574,12,20,0.23,0
CUST_010575,22,21,0.125,0
CUST_010576,3,32,0.26,1
CUST_010577,24,15,0.135,0
CUST_010578,2,22,0.22,0
CUST_010579,2,23,0.315,1
CUST_010580,2,14,0.26,0
CUST_010581,12,10,0.18,0
CUST_010582,12,10,0.28,0
CUST_010583,14,18,0.22,0
CUST_010584,15,1,0.295,1
CUST_010585,12,28,0.19,1
CUST_010586,10,6,0.32,0
CUST_010587,18,24,0.15,0
CUST_010588,8,10,0.32,1
CUST_010589,2,3,0.415,0
CUST_010590,17,21,0.175,0
CUST_010591,24,22,0.1,0
CUST_010592,6,18,0.2,0
CUST_010593,2,14,0.26,1
CUST_010594,11,19,0.245,1
CUST_010595,6,19,0.295,1
CUST_010596,18,20,0.17,1
CUST_010597,9,16,0.28,1
CUST_010598,24,21,0.105,0
CUST_010599,4,19,0.315,0
CUST_010600,8,17,0.285,0
CUST_010601,9,32,0.2,0
CUST_010602,9,3,0.345,0
CUST_010603,11,11,0.285,0
CUST_010604,15,9,0.255,1
CUST_010605,17,13,0.215,1
CUST_010606,2,9,0.385,0
CUST_010607,20,19,0.055,0
CUST_010608,9,11,0.305,0
CUST_010609,22,16,0.15,0
CUST_010610,2,21,0.325,0
CUST_010611,11,20,0.24,0
CUST_010612,8,19,0.175,0
CUST_010613,5,22,0.29,1
CUST_010614,12,25,0.105,0
CUST_010615,10,15,0.275,1
CUST_010616,22,12,0.17,0
CUST_010617,21,24,0.12,1
CUST_010618,7,14,0.31,1
CUST_010619,5,21,0.295,1
CUST_010620,13,24,0.2,0
CUST_010621,10,26,0.12,0
CUST_010622,5,21,0.295,1
CUST_010623,7,9,0.335,0
CUST_010624,1,20,0.34,0
CUST_010625,15,22,0.19,0
CUST_010626,19,25,0.135,0
CUST_010627,20,20,0.15,1
CUST_010628,24,26,0.08,0
CUST_010629,4,21,0.305,0
CUST_010630,3,23,0.205,0
CUST_010631,18,5,0.145,0
CUST_010632,19,10,0.11,0
CUST_010633,14,20,0.21,0
CUST_010634,9,20,0.16,0
CUST_010635,21,18,0.05,0
CUST_010636,3,34,0.25,0
CUST_010637,23,13,0.155,0
CUST_010638,4,25,0.285,1
CUST_010639,9,5,0.335,0
CUST_010640,22,13,0.165,0
CUST_010641,18,19,0.175,1
CUST_010642,8,7,0.235,1
CUST_010643,14,29,0.165,0
CUST_010644,22,15,0.155,0
CUST_010645,15,4,0.18,0
CUST_010646,16,39,0.095,0
CUST_010647,9,17,0.275,0
CUST_010648,3,37,0.235,0
CUST_010649,9,18,0.27,1
CUST_010650,6,23,0.175,0
CUST_010651,20,0,0.15,0
CUST_010652,6,28,0.25,0
CUST_010653,17,0,0.28,1
CUST_010654,23,2,0.21,1
CUST_010655,12,30,0.18,0
CUST_010656,21,18,0.15,0
CUST_010657,7,20,0.28,1
CUST_010658,24,11,0.055,0
CUST_010659,4,11,0.355,0
CUST_010660,1,24,0.32,0
CUST_010661,2,12,0.37,1
CUST_010662,15,29,0.155,1
CUST_010663,1,20,0.24,1
CUST_010664,3,22,0.21,0
CUST_010665,13,19,0.225,0
CUST_010666,22,18,0.04,0
CUST_010667,18,13,0.205,0
CUST_010668,19,5,0.235,0
CUST_010669,2,12,0.37,0
CUST_010670,16,14,0.22,0
CUST_010671,14,12,0.25,0
CUST_010672,18,14,0.2,0
CUST_010673,18,10,0.22,0
CUST_010674,4,17,0.325,0
CUST_010675,11,0,0.24,0
CUST_010676,10,26,0.22,0
CUST_010677,11,8,0.3,1
CUST_010678,11,22,0.23,0
CUST_010679,10,40,0.15,0
CUST_010680,9,22,0.25,0
CUST_010681,13,23,0.205,0
CUST_010682,18,20,0.07,0
CUST_010683,22,28,0.09,0
CUST_010684,3,16,0.34,1
CUST_010685,4,16,0.33,1
CUST_010686,16,18,0.2,0
CUST_010687,2,16,0.25,0
CUST_010688,15,27,0.165,1
CUST_010689,6,16,0.31,1
CUST_010690,15,14,0.23,0
CUST_010691,22,12,0.17,0
CUST_010692,24,16,0.13,0
CUST_010693,4,34,0.24,0
CUST_010694,17,15,0.105,0
CUST_010695,18,2,0.26,1
CUST_010696,18,13,0.205,0
CUST_010697,22,14,0.16,0
CUST_010698,23,13,0.055,0
CUST_010699,17,23,0.165,0
CUST_010700,15,17,0.215,0
CUST_010701,13,18,0.23,0
CUST_010702,7,13,0.315,0
CUST_010703,15,29,0.155,0
CUST_010704,23,23,0.105,0
CUST_010705,20,24,0.13,1
CUST_010706,14,23,0.095,0
CUST_010707,20,4,0.23,0
CUST_010708,3,8,0.38,0
CUST_010709,9,11,0.305,0
CUST_010710,4,14,0.34,1
CUST_010711,7,14,0.31,0
CUST_010712,22,14,0.16,0
CUST_010713,22,0,0.23,0
CUST_010714,14,21,0.205,0
CUST_010715,18,31,0.02,0
CUST_010716,21,27,0.105,0
CUST_010717,15,26,0.17,0
CUST_010718,1,17,0.355,0
CUST_010719,12,17,0.245,1
CUST_010720,19,17,0.175,0
CUST_010721,21,17,0.155,1
CUST_010722,18,33,0.105,0
CUST_010723,9,18,0.17,0
CUST_010724,20,5,0.225,0
CUST_010725,24,22,0.1,0
CUST_010726,19,16,0.18,0
CUST_010727,19,27,0.125,0
CUST_010728,19,17,0.175,0
CUST_010729,5,19,0.305,0
CUST_010730,13,14,0.25,0
CUST_010731,3,18,0.33,0
CUST_010732,21,23,0.025,0
CUST_010733,18,9,0.225,0
CUST_010734,12,12,0.27,0
CUST_010735,16,13,0.225,1
CUST_010736,13,10,0.27,0
CUST_010737,7,20,0.28,0
CUST_010738,7,31,0.225,0
CUST_010739,15,21,0.195,1
CUST_010740,9,14,0.29,1
CUST_010741,15,23,0.185,0
CUST_010742,20,21,0.145,0
CUST_010743,11,19,0.145,0
CUST_010744,11,20,0.14,0
CUST_010745,7,10,0.33,0
CUST_010746,3,35,0.245,0
CUST_010747,15,19,0.205,0
CUST_010748,13,28,0.18,1
CUST_010749,11,14,0.27,0
CUST_010750,17,17,0.195,1
CUST_010751,19,18,0.17,0
CUST_010752,5,21,0.295,1
CUST_010753,20,21,0.145,1
CUST_010754,20,26,0.12,0
CUST_010755,18,31,0.115,0
CUST_010756,7,18,0.29,0
CUST_010757,8,19,0.275,1
CUST_010758,15,21,0.195,1
CUST_010759,19,29,0.02,0
CUST_010760,13,10,0.27,1
CUST_010761,4,13,0.245,0
CUST_010762,23,23,0.105,0
CUST_010763,20,16,0.17,0
CUST_010764,11,9,0.295,0
CUST_010765,21,30,0.09,1
CUST_010766,15,13,0.235,1
CUST_010767,24,11,0.055,0
CUST_010768,6,14,0.32,0
CUST_010769,22,22,0.12,0
CUST_010770,4,23,0.295,0
CUST_010771,11,20,0.24,0
CUST_010772,20,15,0.175,0
CUST_010773,14,15,0.235,1
CUST_010774,11,15,0.165,0
CUST_010775,18,12,0.21,0
CUST_010776,15,26,0.17,0
CUST_010777,6,30,0.24,0
CUST_010778,2,21,0.225,0
CUST_010779,4,6,0.28,1
CUST_010780,1,22,0.23,0
CUST_010781,12,0,0.23,0
CUST_010782,4,24,0.29,0
CUST_010783,15,18,0.21,0
CUST_010784,2,7,0.395,0
CUST_010785,19,27,0.025,0
CUST_010786,4,15,0.335,0
CUST_010787,16,14,0.22,0
CUST_010788,13,11,0.265,1
CUST_010789,12,11,0.275,0
CUST_010790,16,18,0.1,1
CUST_010791,20,7,0.215,0
CUST_010792,9,27,0.225,0
CUST_010793,11,15,0.165,0
CUST_010794,22,11,0.075,0
CUST_010795,24,23,0.095,0
CUST_010796,18,23,0.155,0
CUST_010797,16,13,0.125,0
CUST_010798,5,17,0.315,1
CUST_010799,15,5,0.275,0
CUST_010800,3,21,0.315,0
CUST_010801,12,3,0.315,0
CUST_010802,23,25,0.095,0
CUST_010803,21,11,0.085,0
CUST_010804,20,31,0.095,0
CUST_010805,13,0,0.32,1
CUST_010806,12,19,0.235,0
CUST_010807,22,12,0.07,0
CUST_010808,16,11,0.135,0
CUST_010809,16,16,0.11,0
CUST_010810,1,17,0.355,0
CUST_010811,13,15,0.245,0
CUST_010812,1,11,0.385,0
CUST_010813,6,19,0.195,0
CUST_010814,22,25,0.105,0
CUST_010815,23,21,0.115,0
CUST_010816,4,18,0.32,1
CUST_010817,10,14,0.28,1
CUST_010818,6,14,0.32,0
CUST_010819,5,11,0.345,0
CUST_010820,22,6,0.2,0
CUST_010821,24,19,0.115,0
CUST_010822,10,29,0.205,1
CUST_010823,2,17,0.245,1
CUST_010824,7,23,0.265,0
CUST_010825,4,24,0.29,1
CUST_010826,5,11,0.345,1
CUST_010827,19,16,0.18,0
CUST_010828,16,13,0.125,0
CUST_010829,13,28,0.18,0
CUST_010830,2,24,0.31,0
CUST_010831,16,10,0.24,0
CUST_010832,9,20,0.16,1
CUST_010833,11,11,0.285,0
CUST_010834,19,23,0.145,0
CUST_010835,23,22,0.11,0
CUST_010836,10,3,0.335,1
CUST_010837,8,10,0.32,0
CUST_010838,15,10,0.25,1
CUST_010839,21,1,0.235,0
CUST_010840,17,8,0.24,0
CUST_010841,21,21,0.135,0
CUST_010842,21,20,0.04,0
CUST_010843,8,23,0.255,0
CUST_010844,1,18,0.35,1
CUST_010845,14,23,0.195,0
CUST_010846,12,32,0.17,0
CUST_010847,10,40,0.15,1
CUST_010848,15,7,0.265,0
CUST_010849,4,25,0.285,0
CUST_010850,18,15,0.095,0
CUST_010851,15,24,0.18,1
CUST_010852,17,16,0.2,0
CUST_010853,8,20,0.27,0
CUST_010854,21,13,0.075,0
CUST_010855,7,28,0.24,1
CUST_010856,4,8,0.37,1
CUST_010857,22,19,0.135,0
CUST_010858,2,0,0.43,1
CUST_010859,4,2,0.4,0
CUST_010860,11,3,0.325,0
CUST_010861,5,20,0.3,0
CUST_010862,8,27,0.135,0
CUST_010863,7,22,0.27,1
CUST_010864,9,25,0.235,1
CUST_010865,12,19,0.135,0
CUST_010866,3,20,0.22,0
CUST_010867,15,8,0.26,0
CUST_010868,2,15,0.255,0
CUST_010869,15,0,0.3,0
CUST_010870,8,6,0.34,1
CUST_010871,1,13,0.375,1
CUST_010872,20,14,0.18,0
CUST_010873,13,27,0.185,0
CUST_010874,21,16,0.16,0
CUST_010875,2,8,0.39,1
CUST_010876,5,13,0.335,1
CUST_010877,7,29,0.135,1
CUST_010878,9,21,0.155,0
CUST_010879,9,9,0.315,1
CUST_010880,19,23,0.145,0
CUST_010881,17,12,0.22,0
CUST_010882,9,12,0.3,0
CUST_010883,2,26,0.3,0
CUST_010884,8,12,0.31,1
CUST_010885,18,15,0.195,0
CUST_010886,8,9,0.325,1
CUST_010887,23,20,0.12,0
CUST_010888,14,15,0.235,0
CUST_010889,15,0,0.3,1
CUST_010890,21,26,0.11,0
CUST_010891,10,12,0.29,0
CUST_010892,23,20,0.02,0
CUST_010893,23,23,0.105,0
CUST_010894,21,21,0.135,1
CUST_010895,3,15,0.345,1
CUST_010896,3,12,0.36,1
CUST_010897,19,6,0.23,0
CUST_010898,8,10,0.22,0
CUST_010899,6,0,0.39,0
CUST_010900,5,8,0.36,0
CUST_010901,9,30,0.21,0
CUST_010902,2,13,0.365,0
CUST_010903,23,17,0.135,0
CUST_010904,18,20,0.17,0
CUST_010905,5,6,0.37,0
CUST_010906,2,21,0.325,1
CUST_010907,23,17,0.135,0
CUST_010908,22,6,0.2,0
CUST_010909,24,19,0.115,0
CUST_010910,4,25,0.285,0
CUST_010911,11,21,0.135,0
CUST_010912,15,11,0.245,1
CUST_010913,24,26,0.08,0
CUST_010914,22,10,0.18,0
CUST_010915,23,24,0.02,0
CUST_010916,20,10,0.2,0
CUST_010917,19,23,0.145,0
CUST_010918,15,20,0.1,0
CUST_010919,21,25,0.115,0
CUST_010920,3,22,0.31,0
CUST_010921,16,36,0.11,0
CUST_010922,11,12,0.18,0
CUST_010923,22,23,0.115,0
CUST_010924,13,15,0.245,0
CUST_010925,12,22,0.22,0
CUST_010926,22,14,0.16,0
CUST_010927,24,15,0.135,0
CUST_010928,3,24,0.3,1
CUST_010929,15,21,0.195,1
CUST_010930,24,14,0.14,0
CUST_010931,2,16,0.35,1
CUST_010932,6,31,0.235,1
CUST_010933,6,2,0.28,0
CUST_010934,8,5,0.245,0
CUST_010935,22,21,0.125,1
CUST_010936,16,14,0.22,0
CUST_010937,19,34,0.09,1
CUST_010938,14,24,0.09,0
CUST_010939,21,26,0.11,0
CUST_010940,5,3,0.385,1
CUST_010941,9,15,0.285,0
CUST_010942,6,11,0.235,1
CUST_010943,11,15,0.265,0
CUST_010944,17,24,0.16,0
CUST_010945,17,4,0.26,1
CUST_010946,13,31,0.165,0
CUST_010947,20,17,0.165,1
CUST_010948,19,27,0.125,1
CUST_010949,9,21,0.255,0
CUST_010950,7,16,0.3,0
CUST_010951,20,19,0.155,0
CUST_010952,13,27,0.185,1
CUST_010953,8,19,0.275,0
CUST_010954,16,23,0.175,1
CUST_010955,9,36,0.08,0
CUST_010956,8,14,0.3,0
CUST_010957,1,8,0.3,0
CUST_010958,16,17,0.205,0
CUST_010959,10,18,0.26,0
CUST_010960,16,15,0.215,1
CUST_010961,1,16,0.36,0
CUST_010962,23,23,0.105,1
CUST_010963,23,18,0.03,0
CUST_010964,10,7,0.315,1
CUST_010965,3,15,0.345,0
CUST_010966,3,5,0.395,0
CUST_010967,9,29,0.215,0
CUST_010968,24,18,0.12,0
CUST_010969,15,2,0.29,1
CUST_010970,16,16,0.21,0
CUST_010971,19,24,0.14,0
CUST_010972,2,24,0.31,0
CUST_010973,21,23,0.125,0
CUST_010974,18,33,0.105,1
CUST_010975,23,19,0.125,0
CUST_010976,15,2,0.29,1
CUST_010977,12,35,0.155,0
CUST_010978,20,26,0.12,0
CUST_010979,10,8,0.31,0
CUST_010980,24,3,0.195,0
CUST_010981,14,28,0.17,0
CUST_010982,24,11,0.155,0
CUST_010983,1,2,0.43,1
CUST_010984,10,21,0.145,0
CUST_010985,9,10,0.31,0
CUST_010986,3,14,0.35,0
CUST_010987,7,18,0.29,1
CUST_010988,16,17,0.205,0
CUST_010989,5,6,0.27,1
CUST_010990,4,22,0.3,0
CUST_010991,4,21,0.205,0
CUST_010992,3,17,0.335,1
CUST_010993,3,14,0.25,1
CUST_010994,9,18,0.27,0
CUST_010995,13,30,0.07,1
CUST_010996,22,20,0.13,0
CUST_010997,7,16,0.3,0
CUST_010998,14,24,0.19,0
CUST_010999,7,17,0.295,0
CUST_011000,16,0,0.19,0
CUST_011001,15,14,0.23,0
CUST_011002,9,15,0.285,1
CUST_011003,7,28,0.14,0
CUST_011004,7,11,0.225,0
CUST_011005,20,1,0.145,0
CUST_011006,21,7,0.205,1
CUST_011007,5,18,0.31,0
CUST_011008,2,21,0.325,1
CUST_011009,7,15,0.205,1
CUST_011010,16,26,0.16,0
CUST_011011,21,15,0.165,0
CUST_011012,20,19,0.155,0
CUST_011013,19,11,0.205,0
CUST_011014,14,14,0.14,0
CUST_011015,13,24,0.2,0
CUST_011016,15,22,0.09,0
CUST_011017,2,19,0.335,0
CUST_011018,22,18,0.14,0
CUST_011019,21,28,0.1,0
CUST_011020,3,8,0.38,1
CUST_011021,14,21,0.205,0
CUST_011022,16,26,0.16,0
CUST_011023,7,24,0.16,0
CUST_011024,19,19,0.165,0
CUST_011025,4,11,0.355,0
CUST_011026,15,3,0.285,0
CUST_011027,6,22,0.28,0
CUST_011028,16,7,0.255,0
CUST_011029,8,17,0.285,0
CUST_011030,12,18,0.24,0
CUST_011031,7,21,0.275,1
CUST_011032,1,13,0.375,0
CUST_011033,13,19,0.225,1
CUST_011034,11,22,0.13,0
CUST_011035,20,32,0.02,0
CUST_011036,20,18,0.06,0
CUST_011037,14,14,0.24,0
CUST_011038,13,8,0.28,0
CUST_011039,1,30,0.29,1
CUST_011040,10,20,0.25,1
CUST_011041,5,26,0.27,0
CUST_011042,16,8,0.15,0
CUST_011043,24,3,0.195,0
