date,campaign_id,channel,campaign_type,spend,impressions,ctr,clicks,landing_page_views,add_to_cart,conversion_rate,purchases,aov,revenue,roi
2024-11-03,CMP_20241103_Referral,Referral,Awareness,9900.2,441984,0.082,36242,22787,3272,0.1274,417,149.7,74910.49,6.5666
2024-11-03,CMP_20241103_Organic,Organic,Awareness,14638.19,582914,0.1323,77131,50064,8399,0.1487,1249,387.98,581509.61,38.7255
2024-11-03,CMP_20241103_YouTube,YouTube,Awareness,8575.56,528923,0.0942,49798,25766,3228,0.1332,429,374.6,192844.16,21.4876
2024-11-04,CMP_20241104_Google_Ads,Google Ads,Awareness,2652.99,78296,0.1071,8385,5297,1216,0.1127,137,272.85,44856.09,15.9078
2024-11-04,CMP_20241104_Meta,Meta,Conversion,8638.27,272479,0.0558,15206,9914,1301,0.0566,73,301.98,26453.65,2.0624
2024-11-04,CMP_20241104_Email,Email,Awareness,12519.76,536640,0.0792,42476,24603,1873,0.1122,210,149.59,37697.52,2.011
2024-11-04,CMP_20241104_Referral,Referral,Conversion,13186.2,695980,0.1205,83884,59666,13418,0.1955,2623,151.03,475397.13,35.0526
2024-11-04,CMP_20241104_Organic,Organic,Awareness,10763.21,250110,0.1067,26680,23174,4071,0.122,496,465.05,276799.87,24.7172
2024-11-04,CMP_20241104_YouTube,YouTube,Conversion,1858.84,39618,0.0852,3377,2492,479,0.1297,62,280.83,20893.47,10.24
2024-11-05,CMP_20241105_Google_Ads,Google Ads,Retention,9364.74,347752,0.0911,31696,16941,3444,0.1729,595,403.19,287878.23,29.7407
2024-11-05,CMP_20241105_Meta,Meta,Awareness,12726.5,907425,0.0763,69219,46645,9113,0.0248,226,371.81,100834.21,6.9232
2024-11-05,CMP_20241105_Email,Email,Retention,2392.85,161521,0.1127,18201,13716,3522,0.0753,265,326.76,103909.42,42.425
2024-11-05,CMP_20241105_Referral,Referral,Conversion,11711.35,923491,0.1195,110331,75577,13481,0.1586,2138,63.26,162303.93,12.8587
2024-11-05,CMP_20241105_Organic,Organic,Conversion,13321.88,594821,0.1081,64326,55034,15818,0.1529,2418,245.65,712782.06,52.5046
2024-11-05,CMP_20241105_YouTube,YouTube,Conversion,12107.47,440799,0.0997,43942,34202,5800,0.1052,610,251.51,184106.72,14.206
2024-11-06,CMP_20241106_Google_Ads,Google Ads,Retention,4379.83,145496,0.1001,14560,6653,1032,0.1559,160,184.67,35455.98,7.0953
2024-11-06,CMP_20241106_Meta,Meta,Conversion,10457.28,277628,0.1025,28444,20056,2340,0.1315,307,201.56,74254.31,6.1007
2024-11-06,CMP_20241106_Email,Email,Retention,13507.13,403869,0.125,50484,34195,4549,0.2005,911,265.71,290471.01,20.505
2024-11-06,CMP_20241106_Referral,Referral,Awareness,2591.08,177328,0.08,14181,10191,1865,0.1625,302,207.25,75109.09,27.9875
2024-11-06,CMP_20241106_Organic,Organic,Conversion,8287.95,187907,0.0978,18382,9931,1602,0.1694,271,289.32,94088.27,10.3524
2024-11-06,CMP_20241106_YouTube,YouTube,Awareness,13017.08,517676,0.0911,47154,32574,6625,0.1613,1068,276.63,354529.8,26.2357
2024-11-07,CMP_20241107_Google_Ads,Google Ads,Conversion,3079.84,231679,0.0991,22953,16985,3634,0.1757,638,263.47,201713.52,64.4948
2024-11-07,CMP_20241107_Meta,Meta,Retention,6674.74,156989,0.0931,14610,6596,2128,0.1133,241,331.43,95850.43,13.3602
2024-11-07,CMP_20241107_Email,Email,Retention,6724.91,313658,0.0931,29206,15880,3188,0.1643,523,421.47,264511.52,38.3331
2024-11-07,CMP_20241107_Referral,Referral,Awareness,14455.44,595493,0.0917,54623,39754,5639,0.0876,493,225.86,133620.22,8.2436
2024-11-07,CMP_20241107_Organic,Organic,Retention,5687.79,376942,0.1045,39396,24846,5123,0.1483,759,336.16,306176.66,52.8305
2024-11-07,CMP_20241107_YouTube,YouTube,Retention,2172.66,137287,0.0772,10598,6405,1468,0.1346,197,320.28,75713.32,33.8483
2024-11-08,CMP_20241108_Google_Ads,Google Ads,Retention,13769.95,285667,0.1268,36229,22841,2285,0.1084,247,117.77,34907.82,1.5351
2024-11-08,CMP_20241108_Meta,Meta,Conversion,2022.44,46755,0.0698,3264,2592,593,0.0809,47,364.41,20552.95,9.1625
2024-11-08,CMP_20241108_Email,Email,Conversion,5027.68,220602,0.1073,23667,17357,1009,0.1773,178,81.67,17444.14,2.4696
2024-11-08,CMP_20241108_Referral,Referral,Conversion,9769.06,215113,0.0973,20922,15531,2210,0.1769,390,55.66,26046.97,1.6663
2024-11-08,CMP_20241108_Organic,Organic,Retention,8633.78,403986,0.0504,20380,12807,3307,0.1462,483,73.3,42482.57,3.9205
2024-11-08,CMP_20241108_YouTube,YouTube,Retention,5100.93,307552,0.0702,21583,16930,3226,0.0999,322,241.94,93484.32,17.3269
2024-11-09,CMP_20241109_Google_Ads,Google Ads,Retention,2990.41,174784,0.0802,14022,9831,1597,0.1487,237,168.25,47850.31,15.0012
2024-11-09,CMP_20241109_Meta,Meta,Conversion,2227.73,79166,0.0893,7068,4758,1140,0.1233,140,450.21,75634.9,32.9515
2024-11-09,CMP_20241109_Email,Email,Retention,10658.61,254371,0.1428,36327,27278,4974,0.1481,736,306.02,270276.62,24.3576
2024-11-09,CMP_20241109_Referral,Referral,Conversion,11225.23,549312,0.1043,57301,35574,6500,0.2434,1582,407.44,773488.81,67.9063
2024-11-09,CMP_20241109_Organic,Organic,Conversion,2094.36,102264,0.0961,9828,6340,1042,0.1537,160,86.64,16635.64,6.9431
2024-11-09,CMP_20241109_YouTube,YouTube,Retention,2556.95,125277,0.0641,8024,5427,917,0.1513,138,435.19,72067.34,27.1849
2024-11-10,CMP_20241110_Google_Ads,Google Ads,Awareness,4028.81,177490,0.0954,16940,11009,3229,0.0865,279,458.33,153448.77,37.0879
2024-11-10,CMP_20241110_Meta,Meta,Awareness,4821.73,381663,0.053,20225,15736,3044,0.1473,448,366.56,197065.08,39.8702
2024-11-10,CMP_20241110_Email,Email,Retention,12268.72,959883,0.1168,112106,71610,10716,0.1641,1758,205.45,433410.66,34.3265
2024-11-10,CMP_20241110_Referral,Referral,Retention,2966.59,123176,0.1536,18919,11634,2092,0.1768,369,213.62,94592.32,30.8859
2024-11-10,CMP_20241110_Organic,Organic,Conversion,5901.23,346853,0.1124,38980,26278,2581,0.1503,387,231.07,107307.23,17.1839
2024-11-10,CMP_20241110_YouTube,YouTube,Awareness,1278.8,45134,0.0481,2168,1295,234,0.0653,15,408.39,7350.95,4.7483
2024-11-11,CMP_20241111_Google_Ads,Google Ads,Awareness,6512.53,260139,0.0512,13325,6303,1242,0.1516,188,472.98,106704.72,15.3845
2024-11-11,CMP_20241111_Meta,Meta,Conversion,4322.49,229541,0.0796,18260,9845,1639,0.1463,239,195.33,56020.22,11.9602
2024-11-11,CMP_20241111_Email,Email,Conversion,1515.02,101077,0.0896,9055,5373,1159,0.0732,84,102.1,10292.18,5.7934
2024-11-11,CMP_20241111_Referral,Referral,Conversion,4522.04,352786,0.1044,36822,25394,4660,0.153,713,123.22,105426.36,22.3139
2024-11-11,CMP_20241111_Organic,Organic,Awareness,13702.16,1050563,0.1118,117448,79109,15844,0.1358,2151,471.57,1217222.45,87.8344
2024-11-11,CMP_20241111_YouTube,YouTube,Conversion,3892.18,174799,0.0994,17374,10240,1460,0.1077,157,322.52,60762.02,14.6113
2024-11-12,CMP_20241112_Google_Ads,Google Ads,Retention,2078.86,75737,0.1071,8111,6449,956,0.1365,130,393.37,61366.31,28.5192
2024-11-12,CMP_20241112_Meta,Meta,Awareness,13545.57,907084,0.0934,84725,42028,8441,0.1462,1233,420.71,622475.51,44.9542
2024-11-12,CMP_20241112_Email,Email,Awareness,8631.99,577310,0.0914,52753,32841,6569,0.1874,1231,65.11,96181.26,10.1424
2024-11-12,CMP_20241112_Referral,Referral,Conversion,14257.94,465054,0.13,60448,37031,7008,0.1176,824,158.64,156858.76,10.0015
2024-11-12,CMP_20241112_Organic,Organic,Awareness,13399.86,762635,0.1344,102529,79480,13326,0.1475,1966,230.79,544481.48,39.6334
2024-11-12,CMP_20241112_YouTube,YouTube,Awareness,1050.16,44003,0.1059,4660,2639,589,0.0972,57,222.89,15245.6,13.5174
2024-11-13,CMP_20241113_Google_Ads,Google Ads,Awareness,12507.12,673223,0.1021,68734,44794,7143,0.1333,951,164.82,188097.2,14.0392
2024-11-13,CMP_20241113_Meta,Meta,Retention,3331.7,106044,0.0955,10124,3925,437,0.1639,71,169.22,14417.72,3.3274
2024-11-13,CMP_20241113_Email,Email,Conversion,14007.31,854511,0.0938,80153,55273,10310,0.1656,1707,95.71,196051.86,12.9964
2024-11-13,CMP_20241113_Referral,Referral,Conversion,6901.94,176738,0.1142,20191,15200,2050,0.1439,295,382.57,135430.79,18.6221
2024-11-13,CMP_20241113_Organic,Organic,Conversion,14629.98,332245,0.1092,36284,24979,4919,0.1537,755,339.17,307290.5,20.0042
2024-11-13,CMP_20241113_YouTube,YouTube,Awareness,4498.51,304318,0.0645,19627,10931,2485,0.1452,360,144.87,62582.62,12.9119
2024-11-14,CMP_20241114_Google_Ads,Google Ads,Awareness,11409.94,771727,0.1214,93692,63640,10287,0.1659,1707,163.3,334513.21,28.3177
2024-11-14,CMP_20241114_Meta,Meta,Awareness,7951.81,227739,0.1095,24934,14965,2349,0.1538,361,338.0,146420.62,17.4135
2024-11-14,CMP_20241114_Email,Email,Retention,12807.97,568591,0.0826,46945,33439,5658,0.1678,949,52.61,59912.11,3.6777
2024-11-14,CMP_20241114_Referral,Referral,Retention,14280.59,1140501,0.1041,118735,83661,14877,0.0969,1441,403.16,697146.43,47.8178
2024-11-14,CMP_20241114_Organic,Organic,Awareness,7991.95,444137,0.1084,48147,31877,7492,0.0657,491,319.05,187983.85,22.5217
2024-11-14,CMP_20241114_YouTube,YouTube,Retention,5586.37,208093,0.0615,12799,8192,1689,0.1127,190,74.25,16929.75,2.0305
2024-11-15,CMP_20241115_Google_Ads,Google Ads,Conversion,6196.33,270002,0.0886,23923,14266,2352,0.0966,227,50.85,13851.76,1.2355
2024-11-15,CMP_20241115_Meta,Meta,Conversion,6716.94,502929,0.1227,61730,38833,10441,0.1287,1343,99.01,159568.06,22.7561
2024-11-15,CMP_20241115_Email,Email,Awareness,10183.76,654886,0.0932,61033,51240,7774,0.1773,1378,224.67,371511.38,35.4808
2024-11-15,CMP_20241115_Referral,Referral,Conversion,12937.46,902453,0.0838,75638,55667,10478,0.113,1183,446.68,634111.42,48.0136
2024-11-15,CMP_20241115_Organic,Organic,Awareness,13794.36,1017603,0.1182,120317,67680,17322,0.1661,2876,479.82,1655944.24,119.045
2024-11-15,CMP_20241115_YouTube,YouTube,Retention,3561.85,102082,0.0767,7831,4964,949,0.135,128,342.96,52678.27,13.7896
2024-11-16,CMP_20241116_Google_Ads,Google Ads,Retention,13144.43,263481,0.0928,24452,15969,3670,0.1447,530,378.97,241027.75,17.3369
2024-11-16,CMP_20241116_Meta,Meta,Conversion,8549.59,591413,0.1057,62523,46401,10228,0.1382,1413,485.57,823338.33,95.3015
2024-11-16,CMP_20241116_Email,Email,Conversion,10401.94,653606,0.1015,66309,53567,7165,0.1774,1271,260.95,397995.93,37.2617
2024-11-16,CMP_20241116_Referral,Referral,Retention,14252.02,810267,0.0851,68936,57406,7197,0.1768,1272,477.21,728419.15,50.1099
2024-11-16,CMP_20241116_Organic,Organic,Awareness,14932.27,720784,0.1065,76774,50771,5282,0.1518,801,97.18,93407.82,5.2554
2024-11-16,CMP_20241116_YouTube,YouTube,Conversion,10897.87,870142,0.1153,100321,54046,9253,0.0545,504,98.71,59697.61,4.4779
2024-11-17,CMP_20241117_Google_Ads,Google Ads,Awareness,6554.18,367323,0.1002,36795,34585,5642,0.1378,777,403.69,376400.4,56.4291
2024-11-17,CMP_20241117_Meta,Meta,Retention,4991.49,225423,0.103,23208,14169,2594,0.1646,426,219.87,112396.09,21.5176
2024-11-17,CMP_20241117_Email,Email,Awareness,12277.28,855600,0.1121,95924,75785,15777,0.09,1419,357.74,609153.24,48.6163
2024-11-17,CMP_20241117_Referral,Referral,Conversion,9269.55,241066,0.107,25804,15743,3552,0.1469,521,318.67,199231.93,20.4932
2024-11-17,CMP_20241117_Organic,Organic,Retention,6004.62,257054,0.0823,21165,14825,3143,0.125,392,487.72,229422.93,37.2077
2024-11-17,CMP_20241117_YouTube,YouTube,Awareness,14172.65,603641,0.1263,76258,51476,5324,0.1755,934,249.86,280038.36,18.7591
2024-11-18,CMP_20241118_Google_Ads,Google Ads,Awareness,7190.46,498213,0.0705,35129,26740,7431,0.1086,807,444.71,430661.67,58.8935
2024-11-18,CMP_20241118_Meta,Meta,Conversion,1972.89,136692,0.0612,8360,4530,966,0.2014,194,313.6,73005.86,36.0045
2024-11-18,CMP_20241118_Email,Email,Retention,1304.2,31303,0.0873,2731,1448,183,0.0947,17,189.32,3862.16,1.9613
2024-11-18,CMP_20241118_Referral,Referral,Retention,14623.57,762428,0.0762,58081,51879,9685,0.1484,1437,304.64,525314.58,34.9225
2024-11-18,CMP_20241118_Organic,Organic,Conversion,10322.88,545875,0.1234,67373,41438,10505,0.1624,1705,437.96,896060.99,85.8034
2024-11-18,CMP_20241118_YouTube,YouTube,Retention,9728.57,547249,0.1073,58703,42260,6584,0.0577,379,149.68,68075.46,5.9975
2024-11-19,CMP_20241119_Google_Ads,Google Ads,Retention,5088.56,289276,0.0623,18013,12833,2287,0.2016,461,104.07,57574.05,10.3144
2024-11-19,CMP_20241119_Meta,Meta,Retention,1781.97,44978,0.0631,2836,1972,222,0.1401,31,426.44,15863.67,7.9023
2024-11-19,CMP_20241119_Email,Email,Retention,11094.66,659885,0.0707,46681,37508,6092,0.1248,760,163.22,148856.08,12.4169
2024-11-19,CMP_20241119_Referral,Referral,Retention,621.38,45239,0.1363,6166,2796,476,0.1653,78,282.88,26477.38,41.6107
2024-11-19,CMP_20241119_Organic,Organic,Retention,12171.55,689106,0.1001,69011,39934,10412,0.2063,2148,100.98,260273.35,20.3837
2024-11-19,CMP_20241119_YouTube,YouTube,Awareness,9687.81,253714,0.0996,25272,13207,3016,0.0817,246,283.37,83652.0,7.6348
2024-11-20,CMP_20241120_Google_Ads,Google Ads,Retention,3106.74,106260,0.0933,9912,7455,970,0.0526,51,427.5,26162.99,7.4214
2024-11-20,CMP_20241120_Meta,Meta,Retention,4992.73,226469,0.0785,17780,12744,1993,0.2169,432,303.18,157168.41,30.4795
2024-11-20,CMP_20241120_Email,Email,Conversion,8367.69,294695,0.1273,37513,26508,1462,0.1757,256,151.17,46440.55,4.55
2024-11-20,CMP_20241120_Referral,Referral,Awareness,1992.56,116993,0.1019,11918,7608,1005,0.0665,66,216.03,17109.45,7.5867
2024-11-20,CMP_20241120_Organic,Organic,Retention,8139.24,444048,0.152,67512,45573,11832,0.1092,1292,270.85,419928.31,50.593
2024-11-20,CMP_20241120_YouTube,YouTube,Awareness,11326.1,354861,0.0735,26083,21250,4803,0.0701,336,237.39,95714.26,7.4508
2024-11-21,CMP_20241121_Google_Ads,Google Ads,Conversion,1491.04,53755,0.0763,4099,2793,508,0.1582,80,308.17,29584.38,18.8415
2024-11-21,CMP_20241121_Meta,Meta,Retention,9647.32,509599,0.0873,44467,28962,4259,0.0554,236,472.17,133719.14,12.8608
2024-11-21,CMP_20241121_Email,Email,Awareness,9081.17,217257,0.1267,27521,16370,3392,0.1302,441,308.55,163285.85,16.9807
2024-11-21,CMP_20241121_Referral,Referral,Conversion,8471.08,562295,0.1063,59781,41493,9905,0.1519,1504,108.43,195687.98,22.1007
2024-11-21,CMP_20241121_Organic,Organic,Awareness,2895.07,130323,0.0857,11169,9550,1522,0.184,280,328.74,110457.76,37.1537
2024-11-21,CMP_20241121_YouTube,YouTube,Awareness,3280.83,126665,0.0843,10671,6955,1512,0.1502,227,247.1,67309.77,19.5161
2024-11-22,CMP_20241122_Google_Ads,Google Ads,Awareness,11922.5,538432,0.0989,53224,36173,7770,0.1248,969,495.48,576139.96,47.3238
2024-11-22,CMP_20241122_Meta,Meta,Awareness,5570.93,209209,0.0824,17228,14131,2407,0.1312,315,192.23,72663.37,12.0433
2024-11-22,CMP_20241122_Email,Email,Awareness,9861.45,743133,0.127,94379,60831,11649,0.1366,1591,79.16,151125.35,14.3249
2024-11-22,CMP_20241122_Referral,Referral,Awareness,9039.5,362877,0.1126,40863,29213,5085,0.2011,1022,235.44,288747.24,30.9428
2024-11-22,CMP_20241122_Organic,Organic,Retention,14946.73,555624,0.0761,42302,31673,4737,0.1428,676,206.13,167211.41,10.1872
2024-11-22,CMP_20241122_YouTube,YouTube,Awareness,8299.52,243598,0.076,18524,8999,2042,0.116,236,124.02,35122.43,3.2319
2024-11-23,CMP_20241123_Google_Ads,Google Ads,Conversion,12817.48,324240,0.056,18157,11462,1444,0.1367,197,99.79,23589.46,0.8404
2024-11-23,CMP_20241123_Meta,Meta,Conversion,6072.73,437393,0.0772,33754,19138,4458,0.1642,732,210.38,184801.14,29.4313
2024-11-23,CMP_20241123_Email,Email,Awareness,9683.41,555428,0.1167,64812,39688,10241,0.01,102,402.08,49214.85,4.0824
2024-11-23,CMP_20241123_Referral,Referral,Retention,11645.37,806294,0.1218,98232,79590,22137,0.1971,4363,53.63,280776.64,23.1106
2024-11-23,CMP_20241123_Organic,Organic,Conversion,13745.88,672282,0.0871,58574,28420,3807,0.2162,822,338.09,333494.1,23.2614
2024-11-23,CMP_20241123_YouTube,YouTube,Awareness,1449.34,113766,0.0752,8555,4536,669,0.098,65,280.75,21898.75,14.1095
2024-11-24,CMP_20241124_Google_Ads,Google Ads,Awareness,5122.58,289311,0.0694,20083,12006,2256,0.1713,386,152.73,70744.72,12.8104
2024-11-24,CMP_20241124_Meta,Meta,Conversion,5426.49,414740,0.0654,27108,18460,3376,0.142,479,364.29,209391.86,37.587
2024-11-24,CMP_20241124_Email,Email,Conversion,829.18,51056,0.0948,4840,3407,915,0.1223,111,326.22,43452.96,51.405
2024-11-24,CMP_20241124_Referral,Referral,Conversion,9900.91,397425,0.15,59620,40476,8070,0.1855,1497,116.55,209368.27,20.1464
2024-11-24,CMP_20241124_Organic,Organic,Awareness,9020.07,599792,0.1232,73893,55484,12664,0.2174,2752,117.94,389501.17,42.1816
2024-11-24,CMP_20241124_YouTube,YouTube,Conversion,14678.08,917825,0.091,83496,52353,8932,0.052,464,78.63,43782.44,1.9828
2024-11-25,CMP_20241125_Google_Ads,Google Ads,Conversion,14419.62,876891,0.0675,59227,44663,8835,0.1129,997,106.55,127472.87,7.8402
2024-11-25,CMP_20241125_Meta,Meta,Retention,2238.47,175413,0.1168,20480,12846,3315,0.1359,450,348.1,187971.54,82.9734
2024-11-25,CMP_20241125_Email,Email,Conversion,13746.5,908726,0.086,78195,45277,10720,0.1922,2060,89.18,220451.12,15.0369
2024-11-25,CMP_20241125_Referral,Referral,Conversion,14977.44,440299,0.0895,39392,26976,4495,0.1905,856,452.11,464411.1,30.0074
2024-11-25,CMP_20241125_Organic,Organic,Awareness,2809.55,86351,0.1213,10475,7184,1198,0.147,176,145.83,30799.44,9.9624
2024-11-25,CMP_20241125_YouTube,YouTube,Retention,9829.91,701277,0.0683,47876,26003,4375,0.1349,590,443.84,314238.83,30.9676
2024-11-26,CMP_20241126_Google_Ads,Google Ads,Retention,14479.03,436803,0.0728,31791,22167,3510,0.1395,489,71.76,42106.17,1.9081
2024-11-26,CMP_20241126_Meta,Meta,Awareness,11587.41,471666,0.0878,41389,31963,7079,0.1633,1156,112.28,155761.26,12.4423
2024-11-26,CMP_20241126_Email,Email,Awareness,856.41,64403,0.0802,5165,3171,511,0.1871,95,306.98,34995.77,39.8635
2024-11-26,CMP_20241126_Referral,Referral,Awareness,1965.11,55802,0.1104,6161,3374,763,0.1391,106,311.98,39684.19,19.1944
2024-11-26,CMP_20241126_Organic,Organic,Retention,1903.28,91069,0.1281,11669,8952,1190,0.1666,198,260.94,62000.36,31.5754
2024-11-26,CMP_20241126_YouTube,YouTube,Conversion,13383.53,928709,0.0681,63260,43722,8098,0.1979,1602,359.22,690571.01,50.5986
2024-11-27,CMP_20241127_Google_Ads,Google Ads,Conversion,8068.56,577450,0.0561,32385,20027,6121,0.1904,1165,91.5,127921.91,14.8544
2024-11-27,CMP_20241127_Meta,Meta,Retention,10566.16,772092,0.0795,61414,30950,5637,0.103,580,111.89,77873.93,6.3701
2024-11-27,CMP_20241127_Email,Email,Retention,12400.09,458817,0.1185,54359,41556,7186,0.1443,1036,275.76,342830.47,26.6474
2024-11-27,CMP_20241127_Referral,Referral,Conversion,5398.44,341294,0.1278,43611,20662,3034,0.1205,365,148.28,64947.7,11.0308
2024-11-27,CMP_20241127_Organic,Organic,Awareness,2503.66,129003,0.1285,16581,11571,2162,0.2125,459,179.06,98626.06,38.3927
2024-11-27,CMP_20241127_YouTube,YouTube,Awareness,9005.11,195011,0.0639,12462,7396,1078,0.0576,62,148.27,11031.36,0.225
2024-11-28,CMP_20241128_Google_Ads,Google Ads,Retention,2682.57,161236,0.0883,14240,10741,2207,0.154,339,308.08,125325.68,45.7185
2024-11-28,CMP_20241128_Meta,Meta,Retention,564.61,38284,0.0967,3701,2239,467,0.111,51,461.27,28229.48,48.9985
2024-11-28,CMP_20241128_Email,Email,Retention,2418.1,177274,0.0877,15539,8349,1627,0.1171,190,401.66,91578.35,36.8721
2024-11-28,CMP_20241128_Referral,Referral,Conversion,4521.51,90590,0.095,8608,5899,1023,0.1016,103,200.82,24821.69,4.4897
2024-11-28,CMP_20241128_Organic,Organic,Retention,6253.35,447038,0.1007,44995,27721,8138,0.1263,1027,336.03,414125.45,65.2246
2024-11-28,CMP_20241128_YouTube,YouTube,Awareness,14600.43,954048,0.0784,74836,55684,7916,0.0886,701,323.14,271824.18,17.6175
2024-11-29,CMP_20241129_Google_Ads,Google Ads,Retention,1577.6,39203,0.0849,3326,2149,363,0.1689,61,221.55,16217.27,9.2797
2024-11-29,CMP_20241129_Meta,Meta,Awareness,7760.67,272604,0.0607,16535,12502,656,0.087,57,136.08,9308.08,0.1994
2024-11-29,CMP_20241129_Email,Email,Awareness,3772.63,104795,0.1066,11167,6937,1007,0.1674,168,455.65,91858.75,23.3487
2024-11-29,CMP_20241129_Referral,Referral,Awareness,7298.21,174538,0.1404,24501,18017,2585,0.1198,309,381.19,141345.72,18.3672
2024-11-29,CMP_20241129_Organic,Organic,Retention,3493.08,163674,0.1051,17200,12038,1939,0.1949,377,436.25,197359.26,55.5
2024-11-29,CMP_20241129_YouTube,YouTube,Retention,11426.66,461952,0.0673,31082,18683,3336,0.1553,518,149.33,92822.39,7.1233
2024-11-30,CMP_20241130_Google_Ads,Google Ads,Retention,1341.75,34010,0.0472,1604,959,210,0.1625,34,51.82,2114.17,0.5757
2024-11-30,CMP_20241130_Meta,Meta,Retention,3856.3,254058,0.0684,17383,12538,2268,0.1102,249,334.01,99800.91,24.88
2024-11-30,CMP_20241130_Email,Email,Retention,10501.22,570813,0.0919,52454,31397,3740,0.174,650,433.45,338088.63,31.1952
2024-11-30,CMP_20241130_Referral,Referral,Awareness,901.72,45460,0.1085,4930,3158,721,0.1449,104,462.86,57765.47,63.0611
2024-11-30,CMP_20241130_Organic,Organic,Awareness,14586.12,833899,0.143,119254,78680,16266,0.2181,3547,50.19,213609.78,13.6447
2024-11-30,CMP_20241130_YouTube,YouTube,Retention,4863.38,207921,0.0768,15974,9003,1333,0.1526,203,52.05,12680.34,1.6073
2024-12-01,CMP_20241201_Google_Ads,Google Ads,Retention,2992.27,164576,0.0633,10411,6283,864,0.1491,128,100.94,15504.13,4.1814
2024-12-01,CMP_20241201_Meta,Meta,Conversion,9983.34,757495,0.0828,62738,38978,7948,0.0835,663,251.35,199970.37,19.0304
2024-12-01,CMP_20241201_Email,Email,Awareness,9735.54,480159,0.0691,33169,20648,5504,0.1432,788,164.42,155471.0,14.9694
2024-12-01,CMP_20241201_Referral,Referral,Awareness,3555.42,254219,0.1314,33397,22678,2097,0.1295,271,363.94,118352.05,32.2877
2024-12-01,CMP_20241201_Organic,Organic,Retention,10660.4,376062,0.0706,26548,18819,3813,0.1202,458,162.3,89199.06,7.3673
2024-12-01,CMP_20241201_YouTube,YouTube,Conversion,4449.54,117329,0.0508,5957,4372,691,0.0516,35,431.48,18122.15,3.0728
2024-12-02,CMP_20241202_Google_Ads,Google Ads,Retention,13968.27,1058737,0.0825,87374,51642,8811,0.1521,1340,220.88,355170.51,24.4269
2024-12-02,CMP_20241202_Meta,Meta,Retention,5133.67,360710,0.0585,21083,11337,1568,0.0608,95,422.07,48115.53,8.3725
2024-12-02,CMP_20241202_Email,Email,Conversion,1792.95,127441,0.0929,11834,7875,1913,0.1343,256,469.38,144193.51,79.4227
2024-12-02,CMP_20241202_Referral,Referral,Retention,10376.21,753333,0.1442,108604,66280,17666,0.1896,3349,447.06,1796648.37,172.1507
2024-12-02,CMP_20241202_Organic,Organic,Conversion,4265.54,325359,0.1323,43047,24840,2748,0.1865,512,438.21,269235.52,62.1187
2024-12-02,CMP_20241202_YouTube,YouTube,Conversion,657.79,30328,0.1123,3404,1899,155,0.1345,20,264.32,6343.56,8.6438
2024-12-03,CMP_20241203_Google_Ads,Google Ads,Retention,10459.12,462852,0.0651,30135,20561,5209,0.2488,1296,434.43,675626.91,63.5969
2024-12-03,CMP_20241203_Meta,Meta,Awareness,2041.57,118344,0.0824,9755,5725,1161,0.0724,84,147.94,14912.03,6.3042
2024-12-03,CMP_20241203_Email,Email,Awareness,12856.67,474622,0.0862,40899,18258,3528,0.155,546,73.52,48172.05,2.7469
2024-12-03,CMP_20241203_Referral,Referral,Conversion,6926.69,541291,0.1324,71684,49784,6651,0.2824,1878,376.22,847844.79,121.4025
2024-12-03,CMP_20241203_Organic,Organic,Conversion,4584.33,256016,0.1007,25783,22944,2506,0.1155,289,436.79,151477.81,32.0425
2024-12-03,CMP_20241203_YouTube,YouTube,Retention,5394.11,308323,0.0946,29169,22233,5894,0.1396,823,374.7,370055.18,67.6036
2024-12-04,CMP_20241204_Google_Ads,Google Ads,Conversion,9188.06,490382,0.0735,36024,24447,2948,0.1622,478,193.69,111099.7,11.0917
2024-12-04,CMP_20241204_Meta,Meta,Conversion,3588.78,263890,0.0603,15912,9878,2796,0.1489,416,458.72,228994.68,62.8086
2024-12-04,CMP_20241204_Email,Email,Conversion,5539.21,150466,0.0613,9222,4997,1320,0.1867,246,484.04,142887.63,24.7957
2024-12-04,CMP_20241204_Referral,Referral,Awareness,13967.03,580159,0.0839,48668,38057,6773,0.2137,1447,190.68,331096.74,22.7056
2024-12-04,CMP_20241204_Organic,Organic,Conversion,2927.58,212312,0.1099,23325,16332,1879,0.2093,393,250.51,118139.75,39.3541
2024-12-04,CMP_20241204_YouTube,YouTube,Conversion,2592.97,168995,0.0817,13812,8250,1406,0.1084,152,82.0,14957.53,4.7685
2024-12-05,CMP_20241205_Google_Ads,Google Ads,Conversion,9662.11,570064,0.0937,53427,40354,6996,0.1362,952,289.92,331208.09,33.2791
2024-12-05,CMP_20241205_Meta,Meta,Awareness,11296.69,517508,0.0852,44092,22539,2916,0.1755,511,125.53,76972.66,5.8137
2024-12-05,CMP_20241205_Email,Email,Retention,9393.97,552900,0.0746,41250,27771,5473,0.1553,849,68.49,69781.05,6.4283
2024-12-05,CMP_20241205_Referral,Referral,Retention,6961.36,454121,0.1331,60434,39824,6225,0.2443,1520,460.08,839184.72,119.549
2024-12-05,CMP_20241205_Organic,Organic,Conversion,14366.3,1049424,0.1057,110914,52333,9203,0.1724,1586,480.41,914312.03,62.6428
2024-12-05,CMP_20241205_YouTube,YouTube,Awareness,14972.73,747075,0.0531,39701,23924,3816,0.0948,361,291.27,126176.27,7.4271
